Sorterings ID,Data type,Navn DE/ENG,Navn DK,"Global Opvarmning, modul A1-A3","Global Opvarmning, modul C3","Global Opvarmning, modul C4","Global Opvarmning, modul D",Deklareret faktor (FU),Deklareret enhed (FU),Masse faktor,Url (link),Kommentar
#G1061,Generisk data,Fassadenfarbe Dispersionsfarbe,"Overflade, Facademaling, akryl maling",1.48132,-,0.0150055,-0.0101248,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fcf6494c-aad2-4180-b1a2-392cc954ae52?version=20.19.120,
#G1064,Generisk data,Schornstein gemauert (Einzügig),Skorsten opmuret (1 rør),23.8032,1.60914,-,-,1,M,98.3,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/026e073f-83f3-4460-8b03-b748b7c9b597?version=20.19.120,
#G1066,Generisk data,Hackschnitzelkessel < 20 kW,Stokerfyr  <20 KW,1642.03,3.47892,1.80285,-683.535,1,STK,631,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/022640ea-1bf1-4ba9-82bd-da28d968e658?version=20.19.120,
#G1070,Generisk data,Kältemittel R404a,Kølemiddel (R404a),9.48597,0,-,-,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/01ccf18a-a8cf-4da8-8e3d-951a2d136a3a?version=20.19.120,
#G1071,Generisk data,Fenster-Beschlag für horizontales Schiebefenster,Beslag til vandrette skydevinduer,5.75046,-,0.00068207,-2.66377,1,STK,696,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/00c28f1f-1d49-4c81-9208-138922a1dd6c?version=20.19.120,
#G1072,Generisk data,"Bitumenbahnen PYE PV 200 S5 (ungeschiefert) (Dicke 0,004 m)","Tagpap, bitumen toplag, ikke skiferbestrøet",5.35539,0,0.413297,-,1,M2,5.21,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ff9336ea-fb7f-4299-8a40-5e9a28538c85?version=20.20.010,
#G1075,Generisk data,"Dreifachverglasung (Dicke: 0,036 m)",Rude (3-lags),57.7726,3.03476,0.49109,-1.40543,1,M2,30,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fa9f6670-3170-4597-92ab-a2fdec7f1451?version=20.20.010,
#G1079,Generisk data,"Gummi-Bodenbelag profiliert EN 12199 (Dicke 0,00355 m)",Gummigulve profileret EN 12199,12.884,13.866,-,-8.17326,1,M2,4.82,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f814e7e2-e438-4ea9-80cc-81254d01aba2?version=20.20.010,
#G1082,Generisk data,"Natursteinplatte, weich, Innenboden (Dicke 0,020 m)","Naturstensplade, blød, gulv",14.9203,0.349741,-,-0.106807,1,M2,52,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ef0d9cbc-4e89-4e78-8cb2-68f02a49b87d?version=20.20.010,
#G1085,Generisk data,"Marmorplatte (Dicke 0,02 m)","Marmorplade (tykkelse 0,02 m)",16.2767,0.381535,-,-0.106807,1,M2,52,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e9be7506-62ce-45b8-853f-c45c3f82401f?version=20.20.010,
#G1088,Generisk data,"Natursteinplatte, hart, Innenboden (Dicke 0,02 m)","Naturstensplade, hård, gulv",31.7513,0.349741,-,-0.106807,1,M2,52,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e8db532f-ee15-42a4-89c3-5ef789e1fb8f?version=20.20.010,
#G1091,Generisk data,"Korklinoleum Fußbodenbelag (Dicke 0,0025 m)","Kork linoleumsgulv (tykkelse 0,0025 m)",3.60243,3.58677,-,-0.350728,1,M2,3.1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e5f97559-bb92-4c23-a722-480da1b559ad?version=20.20.010,
#G1094,Generisk data,"Mineralfaser Deckenplatten (Dicke 0,015 m)",Loftspanel med mineraluld,3.4872,0,0.0360133,-,1,M2,2.4,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/def9e058-ac16-489e-9457-db7645404194?version=20.20.010,
#G1097,Generisk data,"Unterspannbahn PP (Dicke 0,00015 m)","Undertag, PP-membran",0.407157,0.333621,-,-0.164677,1,M2,0.15,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/deb7fe73-3eb8-4f80-937b-7ce3a0a977ed?version=20.20.010,
#G1100,Generisk data,"Gipskartonplatte (Feuerschutz)(Dicke 0,0125 m)","Gipskartonplade, brandimprægneret",1.54129,-,0.150055,-,1,M2,10,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/da72684f-471c-425b-817d-69f262323f04?version=20.20.010,
#G1102,Generisk data,"Natursteinplatte, hart, Außenbereich (Dicke 0,08 m)","Naturstensplade, udendørsbrug",5.73544,1.39896,-,-0.427228,1,M2,208,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/da4b704a-c901-414f-943f-8e1ff0f4566c?version=20.20.010,
#G1105,Generisk data,"Bitumenbahnen PYE-PV 200 S5 ns (geschiefert) (Dicke 0,004 m)","Tagpap, bitumen toplag, skiferbestrøet",5.36407,0,0.491831,-,1,M2,6.2,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d56bd904-09a0-4d30-bdbe-5d4f892cc12b?version=20.20.010,
#G1108,Generisk data,"Natursteinplatte, hart, Fassade (Dicke 0,030 m)","Naturstensplade, hård, facade",32.4057,0.524611,-,-0.160211,1,M2,78,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/cb3f4a56-460c-4a3e-ae43-3e0a9dcb4319?version=20.20.010,
#G1111,Generisk data,"Dampfbremse PET gitterverstärkt (Dicke 0,0001 m)",Net-forstærket dampspærre PET,0.742035,0.331026,-,-0.100762,1,M2,0.12,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/bc50a404-ddf0-4f37-b62f-95130786b004?version=20.20.010,
#G1114,Generisk data,"Steinzeugfliesen glasiert (Dicke 0,01 m)","Keramikfliser, glaseret",6.17969,0.146744,-,-0.0410796,1,M2,20,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/b4a0e610-e038-47d3-b86e-cef013cd7c83?version=20.20.010,
#G1117,Generisk data,"Trockenestrich (Gipskartonplatte) (Dicke 0,025 m)","Gips, tørstof (gipskartonplade) (tykkelse 0,025 m)",3.11901,-,0.301611,-,1,M2,20.07,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ab574186-139f-4816-b7c1-d457b1258c7d?version=20.20.010,
#G1119,Generisk data,"Trockenestrich (Gipsfaserplatte) (Dicke 0,025 m)","Gips, tørstof (gipsfiberplade) (tykkelse 0,025 m)",7.55456,0,0.361634,-,1,M2,24.07,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/a9a79b38-dc2c-4b51-a3cc-cf9fa0d299e7?version=20.20.010,
#G1122,Generisk data,"Unterspannbahn PUR auf PET-Vlies (Dicke 0,0005 m)","PUR-underlag på PET-flis (tykkelse 0,0005 m)",1.06631,0.54176,-,-0.192588,1,M2,0.2,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/a92bd5a5-7cef-4050-8659-20a8d5a7a72b?version=20.20.010,
#G1125,Generisk data,"Dampfbremse PE (Dicke 0,0002 m)","Dampspærre PE (tykkelse 0,0002 m)",0.399404,0.555951,-,-0.274462,1,M2,0.2,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/99792cbc-c5f4-4d2d-bc9e-3790509891a0?version=20.20.010,
#G1128,Generisk data,"Schiefer (Dicke 0,011 m)",Skifer,15.0386,0.201774,-,-0.0616194,1,M2,30,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/9049a94f-a527-4d87-a4b9-5a3a56f5ea19?version=20.20.010,
#G1131,Generisk data,"Folie für Gründach (Dicke 0,001 m)",Folie til grønt tag,3.54926,4.95155,-,-1.00535,1,M2,1.13,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/8a37ac61-585c-43a8-9773-10fce30096e4?version=20.20.010,
#G1134,Generisk data,"Stabparkett (thickness 0,015 m)","Trægulv, stavparket, 22 mm",-15.0494,23.6049,-,-6.36585,1,M2,11.5,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/88619ce6-c0aa-43bd-9ac6-477b5d6ce442?version=20.20.010,
#G1139,Generisk data,"Bitumenbahnen V 60 (Dicke 0,005 m)","Dampspærre, bitumen",2.0393,0,0.396638,-,1,M2,5,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/73d1c1b7-d509-44c8-8518-848babdd7c01?version=20.20.010,
#G1142,Generisk data,"Gipsfaserplatte (Dicke 0,01 m)",Gipsfiberplade 10 mm,3.18612,0,0.150055,-,1,M2,10,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/6d535792-4351-4d7d-97c6-6d2c3624f3e0?version=20.20.010,
#G1145,Generisk data,"Lehmbauplatte (Dicke 0,02 m)","Lerplade (tykkelse 0,02 m)",0.0530942,0.0436552,-,-0.0205632,1,M2,14,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/6aff7a60-d7cd-430e-8b15-02556b6f62ff?version=20.20.010,
#G1148,Generisk data,"Unterspannbahn PE gewebeverstärkt (Dicke 0,00015 m)","Undertag, fiberarmeret PE-membran",0.425628,0.315442,-,-0.14272,1,M2,0.14,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/66a90b47-27b8-46ce-830e-8ed22f4165d8?version=20.20.010,
#G1151,Generisk data,"Bitumenbahnen G 200 S4 (Dicke 0,004 m)","Tagpap, bitumen undermembran",2.4749,0,0.396638,-,1,M2,5,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/64da45fc-f415-4875-8a4e-7c23fe7a7aa9?version=20.20.010,
#G1154,Generisk data,"Linoleum (Dicke 0,0025 m)","Linoleum gulvbelægning (tykkelse 0,0025 m)",-3.24756,3.5866,-,-0.444446,1,M2,3,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/56e977b3-d042-4843-b40d-3a33dbb5a555?version=20.20.010,
#G1157,Generisk data,"PVC-Dachbahnen (Dicke 0,0012 m)","Tagmembran, PVC",6.07292,4.93032,-,-1.00091,1,M2,1.5,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/4f4e989b-bd5e-4d85-9a50-53f3c61eea70?version=20.20.010,
#G1160,Generisk data,"Korkplatten 1m² (Dicke 0,008 m)",Korkfliser 8 mm,-6.08412,6.38655,-,-0.665479,1,M2,3.6,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/4e2c6692-148d-4311-b0cf-f0f174002d9e?version=20.20.010,
#G1163,Generisk data,"PE-Noppenfolie zur Abdichtung (Dicke 0,00125 m)","Fugtisolering, grundmursplade, PE",4.08909,4.14532,-,-2.0467,1,M2,1.2,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/49b4cbe9-ac63-4811-a1c7-dd7278db8ac0?version=20.20.010,
#G1166,Generisk data,"Mehrschichtparkett (Dicke 0,01 m)","Parket, flerlag (tykkelse 0,01 m)",-4.45326,11.8038,-,-2.31635,1,M2,6.5,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/3b66b7be-bc1e-4dd4-8779-453d4f81825f?version=20.20.010,
#G1169,Generisk data,"Korkplatten 1m²,  (Dicke 0,006 m)",Korkfliser 6 mm,-4.56492,4.84491,-,-0.544943,1,M2,2.7,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/38babeb7-2b2f-42e2-9270-0daac46ebe07?version=20.20.010,
#G1172,Generisk data,"Gipswandbauplatte (Dicke 0,1 m)","Gips, vægplade (tykkelse 0,1 m)",22.3539,-,1.26047,-,1,M2,84,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/38a8d707-0c7f-4d91-a3db-9b5b2c9bb147?version=20.20.010,
#G1174,Generisk data,"Korkplatten 1m² (Dicke 0,004 m)",Korkfliser 4 mm,-3.04279,3.21527,-,-0.351073,1,M2,1.8,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/360cbe6a-bd01-4660-bd08-f7d3eb3d8b79?version=20.20.010,
#G1177,Generisk data,"Dachbahnen EPDM (Dicke 0,0015 m)",Tagfolie EPDM,8.59954,6.79964,-,-3.39139,1,M2,2,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/341e2e42-dab2-427b-86f6-a80c701b6071?version=20.20.010,
#G1180,Generisk data,"Gipskartonplatte (imprägniert) (Dicke 0,0125 m)","Gipskartonplade 13 mm, imprægneret",1.62283,-,0.150055,-,1,M2,10,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/07423e99-8c7c-4e93-8311-dcf7ae85c41d?version=20.20.010,
#G1182,Generisk data,FASBA e.V. Baustroh,Halm,-127,0,134,0,1,M3,100,https://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=d2d1b29f-8dd7-4373-ab2a-de57acd51e72&version=00.00.029,
#G1186,Generisk data,Lichtkuppeln - LAMILUX Heinrich Strunz GmbH - Lichtkuppel F100,"Ovenlyskuppel, plast (komplet ovenlys)",45.7,42.5,0.18,-37.1,1,M2,35.2,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/2bf377b2-7923-4e05-b7a0-3c02e63d3476?version=00.00.007,
#G1190,Generisk data,Lichtbänder - LAMILUX Heinrich Strunz GmbH - Rauchlift Lichtband S,"Rytterlys, plast/aluminium (komplet vindue)",84.7,10.6,0.0495,-68.6,1,M2,18.8,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/da649461-9a6f-49c9-aa2e-5d91b1969328?version=00.00.003,
#G1194,Generisk data,Tageslichtsysteme - LAMILUX Heinrich Strunz GmbH - Flachdach Fenster FE,"Fladtagsvindue, plast (komplet vindue)",226,15.1,0.21,-148,1,M2,72.1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/966b0795-c7e3-4f23-86ba-55c4aa8fb5ff?version=00.00.004,
#G1198,Generisk data,Glasarchitektur - LAMILUX Heinrich Strunz GmbH - Glasdach PR60,"Glastag, aluminium (komplet vindue)",232,10.6,0.12,-77.4,1,M2,61.8,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f4e70d32-54be-4de5-9771-855e038b9133?version=00.00.005,
#G1202,Generisk data,Tür - Hörmann KG Eckelhausen - Haustür,"Dør, alu, hoveddør",163.382,10.5204,0.117048,-92.5086,1,M2,47,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/4d22a515-cfcc-4bcb-bbf9-a6e647bed9ab?version=00.00.007,
#G1206,Generisk data,Tür - Hörmann KG Eckelhausen - Rauchschutztür,"Dør, alu, røgdør",157.17,0.866486,0.238074,-70.2062,1,M2,41,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/8526239b-fa75-4b15-b4d5-790f1a15bba6?version=00.00.009,
#G1210,Generisk data,Tür - Hörmann KG Eckelhausen - Feuerschutztür T30,"Dør, alu, T30/EI30",221.423,0.927273,0.389603,-74.0761,1,M2,55,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/b9c08cf4-c6ad-4f12-bd5a-524c5a10ef51?version=00.00.008,
#G1214,Generisk data,Tür - Hörmann KG Eckelhausen - Feuerschutztür T90,"Dør, alu, T90/EI90",351.666,0.927262,0.863448,-84.7245,1,M2,101,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/34a3f341-4af5-4ad4-9e17-6ff9b0713dfc?version=00.01.007,
#G1218,Generisk data,Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf-Spiraltor SST Alu,"Dør, industriport",263.69,0.0519,5.71,-121.04,1,M2,88.54,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/81f26749-0b39-4eb5-9015-bbebae3c7413?version=00.00.008,
#G1222,Generisk data,Tür - Teckentrup GmbH & Co. KG - Multifunktionstür,"Dør, stål, indv/udv/brand/røg mv",135.75,0.0578,1.72,-63.02,1,M2,44.1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/24f9f8e0-423c-4fe3-a16a-7b93efae9421?version=00.02.004,
#G1226,Generisk data,Mineralwolle (Innenausbau-Dämmung),"Mineraluld, alm.",40.3055,0.72123,0.399579,-,1,M3,26.25,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/fafd5743-0b42-4614-8e3d-5c4eacdfba98?version=20.20.020,
#G1229,Generisk data,Mineralwolle (Fassaden-Dämmung),"Mineraluld, facadesystem",70.3915,1.26969,0.703441,-,1,M3,46.25,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f8afef87-5de3-4996-838c-1f2af9ef81df?version=20.20.020,
#G1232,Generisk data,Blähton Körnung,"Letklinker, ekspanderet ler, nødder",0.32,0.002663,-,-,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/f70e7397-ab7b-47c8-a172-6992a615ee2e?version=20.20.020,
#G1234,Generisk data,WDVS Verklebung und Beschichtung Kratzputz mineralisch,ETICS limning og mineralsk puds (Kratzputz),9.8439,0,0.527835,-,1,M2,35.18,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e5cd5727-a516-4081-8fdf-4fc0ce142d90?version=20.20.020,
#G1238,Generisk data,Schmelzkammergranulat,Smeltekammergranulat,0,0.002663,-,-,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/d895bdb7-0dff-457e-9ad2-45662fc227f5?version=20.20.020,
#G1251,Generisk data,WDVS Verklebung und Beschichtung Silikat-Dispersionsputz,ETICS-limning og belægning af silikatdispersionspuds,5.48029,0,-,-,1,M2,12.48,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/94ef6ac0-956a-4d60-9062-990df91e7917?version=20.20.020,
#G1253,Generisk data,Bims-Planstein (SFK-4),Pimpsten (SFK-4),78.0446,6.6035,-,-1.84858,1,M3,900,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/8f44840b-28ae-418b-bf12-fcac5b7c68b3?version=20.20.020,
#G1256,Generisk data,WDVS Verklebung und Beschichtung Kunstharzputz,ETICS-limning og belægning af syntetisk harpikspuds,6.70288,0,0.187209,-,1,M2,12.48,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/88cc57f7-384d-47a3-826a-e4fce57a32bd?version=20.20.020,
#G1259,Generisk data,Mineralwolle (Schrägdach-Dämmung),"Mineraluld, skråtag",46.5164,0.783207,0.455523,-,1,M3,30,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/86380db6-3062-4d40-826d-732c24ed3cad?version=20.20.020,
#G1266,Generisk data,WDVS Verklebung und Beschichtung Leichtputz mineralisch,ETICS limning og mineralsk letpuds,4.73572,0,0.168362,-,1,M2,11.4,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/6108c144-5112-4f18-bcb1-d1ff8eb831a6?version=20.20.020,
#G1270,Generisk data,WDVS Verklebung und Beschichtung Dekorputz mineralisch,ETICS limning og mineralsk puds (Dekorputz),7.33681,0,0.258395,-,1,M2,17.4,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/49fe2b06-ea9c-4cef-b0a1-a75fd1ed6bf8?version=20.20.020,
#G1273,Generisk data,Mineralwolle (Flachdach-Dämmung),"Mineraluld, trykfast til tagsystem",209.503,3.97636,2.203,-,1,M3,145,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/4477c6ca-b728-41fb-a231-366e159a73df?version=20.20.020,
#G1276,Generisk data,Blähton Sand,"Ekspanderet Ler, sand",0.338274,0.002663,-,-,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/3749834e-307f-4cb2-b903-4ef4bd463446?version=20.20.020,
#G1278,Generisk data,Mineralwolle (Boden-Dämmung),"Mineraluld, terræn",133.91,2.33097,1.29141,-,1,M3,85,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/2691d6e4-a41e-40d7-92ca-680f8785fc1d?version=20.20.020,
#G1287,Generisk data,WDVS Verklebung und Beschichtung Silikonharzputz,ETICS limning og silikonepuds,5.48029,0,0.187209,-,1,M2,12.3,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/1b84e630-6489-493e-a066-1b976684dd03?version=20.20.020,
#G1292,Generisk data,Oriented Strand Board (Durchschnitt DE),OSB-plade,-572.706,1.80183,-,-0.523199,1,M3,600,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e71b8242-eda8-408a-9ff8-37cd28896b4a?version=01.02.000,
#G1294,Generisk data,Spanplatte - melaminbeschichtet (Durchschnitt DE),"Spånplade, melaminbelagt",-691.465,1.80183,-,-0.523199,1,M3,633.29,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/c56b1971-bdde-41b5-b139-9daed5baca91?version=00.02.000,
#G1295,Generisk data,Massivholzparkett (Durchschnitt DE),Parket i massivt træ,-12.0662,1.82315,-,-0.685639,1,M2,11.71,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/1e86515c-3d07-4c59-8f81-84cc5fe0fca7?version=00.02.000,
#G1296,Generisk data,Hochdichte Faserplatte (Durchschnitt DE),"Træfiberplade, høj densitet, HDF",-854.246,1.80183,-,-0.523199,1,M3,849.92,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/6e578da4-f52f-440c-87b9-a4ba2344b426?version=00.02.000,
#G1297,Generisk data,Mitteldichte Faserplatte (Durchschnitt DE),"Træfiberplade, medium densitet, MDF",-726.358,1.80183,-,-0.523199,1,M3,737.5,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/e5141109-efd6-4fbc-a850-53a48ad30f18?version=00.02.000,
#G1298,Generisk data,Leer Abfallprozess,Tom affaldsproces,-,0,-,-,1,KG,1,,
#G1301,Generisk data,Silikatfarbe (innen),Silikatmaling (indendørs),0.955,0.002663,-,-,1,KG,1,http://www.epddanmark.dk/media/1035/md-keim-farver-18012-en.pdf,
#G1302,Generisk data,Silikatfarbe (aussen),Silikatmaling (udendørs),1.2,0.002663,-,-,1,KG,1,http://www.epddanmark.dk/media/1036/md-keim-farver-18013-en.pdf,
#G1303,Generisk data,Laminat-Fußbodenbeläge,Laminatgulv 8 mm,-5.272,13.5,-,-3.649,1,M2,7.45,https://www.oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=8f764a39-2539-4510-8c0a-ab5d67fbb59b&stock=OBD_2020_II&lang=de,
#G1306,Generisk data,Öl-Niedertemperaturgerät < 20 kW (Standgerät),"Oliekedel, lav temperatur, kondenserende, < 20 kW",891.1,26.61,1.803,-223.6,1,STK,162,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=0c44c3ec-2984-4985-995c-90a4881505a0&version=20.19.120,
#G1310,Generisk data,Öl-Niedertemperaturgerät 20-120 kW (Standgerät),"Oliekedel, lav temperatur, kondenserende, 20-120 kW",1755,72.67,1.803,-610.8,1,STK,439,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/productFlow.xhtml?uuid=f556eb88-ea53-403c-bda4-c38de1855844&version=39.00.000,
#G1314,Generisk data,Öl-Niedertemperaturgerät 120-400 kW (Standgerät),"Oliekedel, lav temperatur, kondenserende, 120-400 kW",5075,249.5,1.803,-2099,1,STK,1504,https://oekobaudat.de/OEKOBAU.DAT/datasetdetail/process.xhtml?uuid=e88588a0-0974-4214-86bd-dcbf5caf656a&version=20.19.120,
#G2000,Generisk data,Bauschutt-Deponierung,"Affald, byggeaffald, deponering (ikke glas)",-,-,0.0136414,-,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/b7cacb37-7945-4518-be5a-bf7df7edf5c2?version=20.19.120,
#G2001,Generisk data,ROCKWOOL Steinwolle-Dämmstoff im hohen Rohdichtebereich,"Affald, stenuld høj densitet",-,-,2.46,-5.42,1,M3,155,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/b0e3aedd-a5e2-4b97-b0f3-e51548912687?version=00.06.000,
#G2002,Generisk data,ROCKWOOL Steinwolle-Dämmstoff im niedrigen Rohdichtebereich,"Affald, stenuld lav densitet",-,-,0.62,-1.36,1,M3,39,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/ec17f51c-27ff-4729-977e-cd0e273c2ee3?version=00.03.000,
#G2003,Generisk data,ROCKWOOL Steinwolle-Dämmstoff im mittleren Rohdichtebereich,"Affald, stenuld middel densitet",-,-,1.52,-3.36,1,M3,96,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/eca9691f-06d7-48a7-94a9-ea808e2d67e8?version=00.06.000,
#G2004,Generisk data,Verbrennung Altteppich in MVA inkl. Gutschrift,"Affald (forbrænding), tekstil, fjernvarme",-,1.73941,-,-0.826165,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/97505f38-cf73-475a-a8d8-cc2db219565b?version=20.19.120,
#G2005,Generisk data,Verbrennung Polystyrol (PS) in MVA inkl. Gutschrift,"Affald (forbrænding), polystyren (PS), fjernvarme",-,3.37892,-,-1.54693,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/56d90d2e-11c8-4b49-bc6c-c61f682d0be1?version=20.19.120,
#G2006,Generisk data,"Fußbodenbelag mehrschichtiges Nadelvlies (Dicke 0,006 m)","Tæppe gulvbelægning (tykkelse 0,006 m)",-,4.04533,-,-1.60441,1,M2,1.4,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/76ab64f6-6d08-4b67-8cd7-13d26e68d95a?version=20.20.010,
#G2007,Generisk data,Kupferrohr (blank),Kobberrør (blank),-,0.00136414,-,-1.14005,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/55e5f6b9-224f-4938-8ae7-5495fade6f19?version=20.19.120,
#G2008,Generisk data,Kupferrohr (ummantelt),Kobberrør (coatede),-,0.00136414,-,-1.40501,1,KG,1,http://www.oekobaudat.de/OEKOBAU.DAT/resource/processes/5c82c3cf-7c88-441f-b430-a815501d06e1?version=20.19.120,
